"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"2, GNF-2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1249656";"Inhibition of Bcr-abl E255V mutant autophosphorylation at Y245 position in mouse BA/F3cells expressing p210 Bcr-abl at 1 to 10 uM after 90 mins by immunoblotting";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"E255V";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"None";"";"";"Active";""
"CHEMBL1213973";"";"None";"532.65";"2";"7.03";"8, BIRBvec";"Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1";"IC50";"'='";"8.6";"nM";"8.07";"";"";"UO_0000065";"15.14";"0.28";"1.04";"7.36";"0";"CHEMBL1220002";"Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212849";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"8.6"
"CHEMBL215797";"";"None";"278.31";"0";"4.56";"2";"CCc1cccc2c1ccc1c3occ(C)c3c(=O)oc21";"Inhibition";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1068862";"Inhibition of mouse recombinant ABL expressed in Escherichia coli at 10 uM";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1157575";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"93.0"
"CHEMBL3605774";"";"None";"516.53";"2";"5.52";"4e";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(C#Cc4cnc(NC5CC5)nc4)c3)cc(C(F)(F)F)c2)cn1";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3607343";"Inhibition of Bcr-Abl T315I mutant phosphorylation in mouse BA/F3 cells after 4 hrs by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL3603836";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307634";"";"";"";""
"CHEMBL255863";"NILOTINIB";"4.0";"529.53";"2";"6.36";"2";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2318540";"Inhibition of BCR-ABL T315I mutant-mediated STAT5 phosphorylation in mouse BA/F3 cells after 4 hrs by Western blotting analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2311339";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307634";"";"";"Not active";""
"CHEMBL4277755";"";"None";"314.39";"0";"4.07";"5y";"CC1(C)Cc2c(-c3ccncc3)c(-c3ccccc3C#N)nn2C1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"14.95";"0.27";"0.63";"8.62";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"20.0"
"CHEMBL1257546";"";"None";"395.37";"0";"2.13";"9,BV02";"Cc1c(NC(=O)c2c(C(=O)O)cccc2C(=O)O)c(=O)n(-c2ccccc2)n1C";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL1261131";"Induction of translocation of cAbl in to mitochondria of mouse BA/F3 cells assessed as caspase9 cleavage";"B";"BAO_0000252";"mitochondrion format";"Mus musculus";"None";"None";"BaF3";"Mitochondria";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255204";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307634";"";"";"Active";""
"CHEMBL1257659";"";"None";"437.45";"0";"3.72";"14d";"CN1CCN(C(=O)c2cc3c(Nc4ccc(OC(F)(F)F)cc4)ncnc3s2)CC1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261022";"Inhibition of Bcr-Abl E505K mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"E505K";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL1644616";"";"None";"304.38";"0";"4.15";"1";"S=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1";"Inhibition";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1648163";"Inhibition of mouse Abl at 10 uM after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1641539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"94.0"
"CHEMBL103667";"DORAMAPIMOD";"2.0";"527.67";"2";"5.99";"3, BIRB-796";"Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1";"IC50";"'='";"14600.0";"nM";"4.84";"";"";"UO_0000065";"9.16";"0.17";"-1.15";"6.00";"0";"CHEMBL1220002";"Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212849";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"14600.0"
"CHEMBL4205469";"";"None";"440.94";"0";"4.01";"25";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N)cc2)n1";"IC50";"'='";"2810.0";"nM";"5.55";"";"";"UO_0000065";"12.59";"0.24";"1.54";"6.25";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.81"
"CHEMBL4216551";"";"None";"552.08";"1";"4.48";"29";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)/C=C/CN(C)C)cc2)n1";"IC50";"'='";"4720.0";"nM";"5.33";"";"";"UO_0000065";"9.65";"0.19";"0.85";"5.60";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"4.72"
"CHEMBL941";"IMATINIB";"4.0";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"12.43";"0.23";"1.55";"7.11";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"0.73"
"CHEMBL4208712";"";"None";"513.00";"1";"3.75";"12";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CCO)n1";"IC50";"'='";"3860.0";"nM";"5.41";"";"";"UO_0000065";"10.55";"0.21";"1.66";"4.83";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"3.86"
"CHEMBL4216025";"";"None";"466.93";"1";"5.37";"28";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=[N+]=[N-])cc2)n1";"IC50";"'='";"15130.0";"nM";"4.82";"";"";"UO_0000065";"10.32";"0.20";"-0.55";"4.32";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"15.13"
"CHEMBL142764";"";"None";"239.52";"0";"2.93";"30";"O=C(CCl)c1ccc(Br)s1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1042449";"Inhibition of mouse recombinant Abl expressed in Escherichia coli at 10 uM by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1152606";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10.0"
"CHEMBL4285400";"";"None";"333.44";"0";"4.77";"4R-4k";"Cc1cccc(-c2nn3c(c2-c2ccc(O)cc2)[C@H](C)C(C)(C)C3)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL4279331";"";"None";"343.43";"0";"4.94";"4n";"CC1c2c(-c3ccc(O)cc3)c(-c3ccccc3C#N)nn2CC1(C)C";"IC50";"'>'";"12000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"12.0"
"CHEMBL4204596";"";"None";"483.00";"1";"5.16";"6";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=C=S)n1";"IC50";"'='";"8990.0";"nM";"5.05";"";"";"UO_0000065";"10.45";"0.21";"-0.11";"6.72";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"8.99"
"CHEMBL601719";"CRIZOTINIB";"4.0";"450.35";"1";"5.04";"63, Crizotinib, PF-02341066";"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl";"IC50";"'='";"1159.0";"nM";"5.94";"";"";"UO_0000065";"13.18";"0.27";"0.90";"7.61";"0";"CHEMBL1825461";"Inhibition of ABL in mouse BaF3-BCL cells assessed as growth factor-induced autophosphorylation by sandwich ELISA method";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3-BCL";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1821723";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"1159.0"
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"2, GNF-2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Inhibition";"";"";"%";"";"";"Not Evaluated";"UO_0000187";"";"";"";"";"0";"CHEMBL1249226";"Inhibition of Bcr-abl T315I mutant tyrosine phosphorylation in mouse BA/F3cells p210 Bcr-abl after 90 mins";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"None";"";"";"";""
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"2, GNF-2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL1249665";"Binding affinity to Bcr-abl A337N mutant in mouse BA/F3 cells by affinity chromatography in presence of 10 mM ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"A337N";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"CHEMBL3307634";"";"";"Active";""
"CHEMBL4212450";"";"None";"498.97";"0";"3.36";"10";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CO)n1";"IC50";"'='";"4180.0";"nM";"5.38";"";"";"UO_0000065";"10.78";"0.21";"2.02";"4.80";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"4.18"
"CHEMBL5416410";"DASATINIB";"4.0";"506.03";"0";"3.31";"3";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2318542";"Inhibition of BCR-ABL T315I mutant in mouse BA/F3 cells after 4 hrs by Western blotting analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2311339";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307634";"";"";"Not active";""
"CHEMBL255863";"NILOTINIB";"4.0";"529.53";"2";"6.36";"2";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2318542";"Inhibition of BCR-ABL T315I mutant in mouse BA/F3 cells after 4 hrs by Western blotting analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2311339";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307634";"";"";"Not active";""
"CHEMBL4210237";"";"None";"494.98";"0";"4.55";"2";"C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl";"IC50";"'='";"2920.0";"nM";"5.54";"";"";"UO_0000065";"11.18";"0.22";"0.98";"6.03";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.92"
"CHEMBL4216265";"";"None";"482.97";"0";"4.38";"5";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(C)=O)n1";"IC50";"'='";"8490.0";"nM";"5.07";"";"";"UO_0000065";"10.50";"0.20";"0.69";"5.52";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"8.49"
"CHEMBL4202413";"";"None";"589.10";"2";"5.58";"19";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)COCc3ccccc3)c2)n1";"IC50";"'='";"2440.0";"nM";"5.61";"";"";"UO_0000065";"9.53";"0.18";"0.03";"5.55";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.44"
"CHEMBL4211322";"";"None";"470.92";"0";"4.33";"3";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2[N+](=O)[O-])n1";"IC50";"'='";"11570.0";"nM";"4.94";"";"";"UO_0000065";"10.48";"0.20";"0.61";"4.66";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"11.57"
"CHEMBL4216784";"";"None";"440.94";"0";"4.01";"4";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N)n1";"IC50";"'='";"6730.0";"nM";"5.17";"";"";"UO_0000065";"11.73";"0.23";"1.16";"5.83";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"6.73"
"CHEMBL4218320";"";"None";"603.12";"2";"5.97";"11";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CCOCc2ccccc2)n1";"IC50";"'='";"3120.0";"nM";"5.51";"";"";"UO_0000065";"9.13";"0.17";"-0.46";"5.45";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"3.12"
"CHEMBL4214040";"";"None";"498.97";"0";"3.36";"31";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CO)cc2)n1";"IC50";"'='";"6680.0";"nM";"5.17";"";"";"UO_0000065";"10.37";"0.20";"1.82";"4.62";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"6.68"
"CHEMBL4216265";"";"None";"482.97";"0";"4.38";"5";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(C)=O)n1";"IC50";"'='";"4730.0";"nM";"5.33";"";"";"UO_0000065";"11.03";"0.21";"0.95";"5.80";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"4.73"
"CHEMBL4210744";"";"None";"440.94";"0";"4.01";"14";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(N)c2)n1";"IC50";"'='";"1960.0";"nM";"5.71";"";"";"UO_0000065";"12.94";"0.25";"1.70";"6.43";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"1.96"
"CHEMBL4202955";"";"None";"552.08";"1";"4.48";"18";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C=C/CN(C)C)c2)n1";"IC50";"'='";"6020.0";"nM";"5.22";"";"";"UO_0000065";"9.46";"0.18";"0.74";"5.49";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"6.02"
"CHEMBL4207305";"";"None";"498.97";"0";"3.36";"20";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CO)c2)n1";"IC50";"'='";"1120.0";"nM";"5.95";"";"";"UO_0000065";"11.93";"0.23";"2.59";"5.31";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"1.12"
"CHEMBL4203804";"";"None";"482.97";"0";"4.38";"26";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(C)=O)cc2)n1";"IC50";"'='";"2890.0";"nM";"5.54";"";"";"UO_0000065";"11.47";"0.22";"1.16";"6.03";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.89"
